# Final MCMC Chain Data for Kinematic Snap Model (KSM) - Post-Burn-In Samples
Holographic_Parameter_c	Transition_Width_w
0.59622864	14964.43029458
0.59029180	13788.04084386
0.59929456	16029.77394892
0.57991631	15442.81916027
0.58033518	14079.46886361
0.58208438	14506.29488493
0.56562420	14822.10001018
0.60006620	15876.05733461
0.59172514	14664.15900099
0.58951205	15870.53613469
0.56941164	16150.34605136
0.59387003	14049.39299334
0.58578997	14319.37818235
0.58861022	14981.02646173
0.57556398	14305.91405773
0.57179055	14352.97881651
0.57656820	15620.30057911
0.58516950	15160.05526366
0.58288387	15534.23890587
0.59846123	13518.56286589
0.60116472	15529.92989905
0.56638591	13166.86635391
0.58471444	14426.18170287
0.58342501	12613.08185260
0.57983525	13097.59232811
0.58505677	16036.91510022
0.58666139	15962.36960329
0.58098041	12707.24040095
0.56519125	14273.62541636
0.59071017	13413.95463304
0.59106159	15690.65673947
0.57972885	13093.72572386
0.58222410	14133.78628044
0.60186743	12700.63418126
0.56929352	13772.93560795
0.58301307	13143.50878721
0.57628850	13685.48287196
0.57469925	14379.54960945
0.58273682	14005.67427798
0.58485648	12237.59969896
0.58726094	12852.72144096
0.56457513	15359.91183195
0.56262616	13935.87507160
0.57728103	14229.83284166
0.58255443	17056.55955030
0.58231107	14173.38163352
0.58751426	12919.68845011
0.58673440	14156.75300172
0.58695282	13523.70234717
0.58244586	14220.78687663
0.57786195	14401.29220014
0.59338201	15696.13117716
0.55839975	14641.27245199
0.56811814	14167.78386476
0.60077574	15848.05437382
0.57127443	15021.75759081
0.58181435	15351.23278838
0.59961032	12958.75334555
0.58186023	15641.93762367
0.58136295	14658.12426748
0.55863932	16312.94677703
0.58077539	13393.21302128
0.58341667	13601.89170244
0.56825449	13636.45339027
0.58456701	14388.63694456
0.57288893	14528.41396198
0.56918449	14472.30068554
0.57504007	14690.85968390
0.57026553	14127.27943549
0.57101906	15859.88320542
0.58269984	13016.16613419
0.58267363	15007.18026794
0.58459732	15410.76753637
0.57630433	14281.15894652
0.56628070	13425.94210925
0.57622656	15916.26458774
0.58424972	13573.15926058
0.59000841	13675.92102874
0.57783219	15109.59559502
0.59056065	13095.72972631
0.58013820	13078.26489460
0.58569056	14063.36073330
0.58295640	15012.46333362
0.58733938	14397.90158676
0.59525450	15842.98457957
0.58436160	17487.87899438
0.57434365	13587.09084742
0.57231985	13911.98856397
0.57106835	15315.70789989
0.58567121	13440.49639748
0.59188620	15458.47396764
0.58397274	14291.47841983
0.59041743	14299.17425347
0.57386445	13061.95823357
0.57775717	15390.19847540
0.58302936	12441.17530170
0.57007295	14333.95066329
0.58102996	16289.55111459
0.57575312	13251.41485737
0.58034846	13556.89990235
0.58114236	15742.58940462
0.58698750	15139.97241464
0.57275643	13805.41631175
0.56528494	14672.02368708
0.58436968	15468.49447790
0.58019747	13366.59636927
0.59558805	12621.87788644
0.60320464	14231.25659777
0.57086284	15455.10610733
0.58930014	14329.66484988
0.56632473	15108.85127582
0.58651661	16277.00176776
0.58185467	14097.29998476
0.58538815	14229.62615665
0.58206107	14596.42543992
0.57928485	12941.66353439
0.56745622	15189.81990820
0.57578246	15186.16063621
0.57880214	13781.73362959
0.58130293	14790.31654054
0.58386504	14106.18635907
0.58755872	13566.21500408
0.58253531	15164.91627180
0.57770106	12083.15195497
0.57621525	14713.92420829
0.57918219	14300.07910913
0.56682034	14591.91333870
0.58412868	16140.74053879
0.58083594	13865.76657348
0.58765669	15373.94204862
0.58409114	16242.33227839
0.58225109	15876.04791649
0.58060546	14287.84544365
0.58283798	15019.50788520
0.58926027	14906.78042907
0.57450025	14008.71373578
0.58424990	14524.89070655
0.57986595	14206.49275938
0.57275845	15267.11447325
0.57610887	12950.57610218
0.58916968	17871.08312395
0.58868509	11797.57611457
0.59089787	12492.31805359
0.59674973	13262.11104900
0.57982507	14987.17877743
0.58968581	14268.28199936
0.59092103	14795.20653094
0.58217760	11868.58854364
0.58267046	14088.20345475
0.59459578	14994.70132675
0.58582815	14223.32819865
0.56135025	13646.96025085
0.57895053	13083.39693107
0.57661797	15915.83418423
0.57832735	15645.29642754
0.59640115	14692.30500086
0.57402040	13441.28763308
0.58374241	13875.86058654
0.58328079	16393.73699736
0.58250077	14880.43323151
0.59135555	14349.45340691
0.56572459	15203.86721855
0.58024823	14606.06738862
0.58176400	15356.63019209
0.57045991	16221.94417430
0.59497784	14851.73638601
0.58329774	13275.70306132
0.59063037	13306.63693176
0.59441732	15747.19286272
0.55960332	13013.42387947
0.56120825	13676.66537139
0.59638223	14923.25831050
0.58560941	15248.64123713
0.58390843	14942.36735887
0.59365253	15258.56404735
0.58727770	15279.87439543
0.57218889	14067.22407346
0.58153507	14514.37394155
0.56942233	14755.85540556
0.58053160	14965.83370666
0.57807088	13271.64531825
0.57234146	13285.75823065
0.57786523	12981.77974713
0.59843225	13270.46482276
0.58373490	12790.70403392
0.58904566	14319.20949763
0.57174987	14303.52417693
0.58286929	13611.43377577
0.57126327	15007.70647423
0.58016021	15185.89797071
0.57132015	12577.20579306
0.57495336	16248.68536770
0.56889930	13360.13613531
0.58435163	14452.86463501
0.58431144	14700.32761991
0.58757565	13811.88064645
0.59799330	15034.91805834
0.58889862	14688.89987904
0.58336949	15636.63878792
0.58961961	12927.09100554
0.58735767	14878.75968065
0.58220564	15810.72455411
0.57005192	14925.13024012
0.57259420	13046.90187708
0.58254794	14758.94225168
0.56743055	14051.08934838
0.58231985	14191.01088936
0.59352303	12646.77357091
0.57295537	13334.17615385
0.58689308	15596.13233046
0.57384021	14606.43702418
0.58041079	13216.25179540
0.56976585	14172.20050392
0.58114301	14380.72966830
0.56644140	14338.71644245
0.58227872	14306.70057124
0.58882083	12652.58985620
0.57774129	14092.12075353
0.58564569	14787.50346048
0.58483144	14479.56800241
0.58920694	14393.08375382
0.58201376	16756.30433983
0.56106619	14521.85937225
0.57822985	13561.22125165
0.56022833	14859.31903162
0.59296995	14568.06826488
0.58005591	14638.22062071
0.59488524	14240.33805111
0.57557381	13826.53775131
0.57243837	15330.23367809
0.58427199	14059.98664825
0.56785203	14821.86100881
0.57965102	14225.50945138
0.57278661	16278.72546980
0.57188374	14107.20501150
0.58354389	14158.69313296
0.59046945	13094.20132495
0.58323754	14441.73384219
0.57832476	15772.98136985
0.57772275	15337.30008798
0.58743924	14568.35229499
0.56374593	14349.39576814
0.57269276	13589.53687454
0.57291167	14890.38346591
0.58173846	11609.62795080
0.57326043	14999.72768428
0.58793633	15137.31946045
0.58747551	14089.74563866
0.58486234	14191.15951746
0.58339685	15129.79292384
0.59990728	15563.16901936
0.57757907	12801.52617715
0.58559124	14360.87807627
0.58689047	13587.49664842
0.58925722	12320.87681131
0.58772587	16301.28149575
0.57535542	13629.48358595
0.59487166	15853.38216871
0.59301034	13148.24825535
0.58536005	14365.09615111
0.58552782	14374.90692219
0.59697200	13911.35051106
0.58164308	13202.28288819
0.59745558	17289.91319706
0.58232940	13550.14296345
0.57619552	14659.10701711
0.58192372	14470.69028428
0.56653100	14460.45172205
0.58545117	14929.44937794
0.57104683	13801.48070043
0.58613846	16707.16522420
0.58974139	15530.09398074
0.58525479	14403.79220875
0.57721281	14951.90838057
0.58886554	14382.61681270
0.56562712	16205.51684467
0.58813403	14757.41380812
0.59552256	14633.51969031
0.57216531	14393.45557183
0.58714774	14101.72716371
0.57138148	12906.07950747
0.56639064	15369.44401136
0.56692540	14670.67185273
0.57662663	14903.99961609
0.58016239	15690.33715533
0.58257816	14934.37664232
0.57611137	13042.34902091
0.57338839	14401.99544767
0.58472895	14086.21529014
0.57462038	14703.90640795
0.58476124	13499.10132724
0.58203226	13168.74351737
0.57434586	12581.44438116
0.57097511	15830.93906687
0.58768602	14805.96942963
0.57900287	15521.85017863
0.56952032	13603.87641514
0.56545344	13556.24681760
0.59182177	15764.83894185
0.59282118	16692.93924435
0.58374746	15542.09397190
0.57196424	15461.69932107
0.58326635	15952.61271569
0.58036038	12533.57776683
0.59536233	12872.68746762
0.58171516	14539.79155817
0.57560969	13590.38077944
0.58263825	15285.60630353
0.59161765	13593.26154666
0.58340900	15571.31911081
0.57271121	14934.55037404
0.56902554	14600.32445189
0.57262873	13974.57312322
0.58970959	14458.94907158
0.57472184	14661.11364625
0.56886641	14754.99907467
0.58741744	15166.49421736
0.57787513	15596.13850958
0.58244502	14678.97679419
0.57444056	13663.06701725
0.58122920	14584.69521664
0.57576589	15419.72243788
0.58072257	15068.53946333
0.57826802	14070.39121659
0.58989469	15478.80896352
0.57594274	12682.87697549
0.58492124	15237.45736998
0.59631850	16127.84947547
0.57507912	13813.97856233
0.57490359	15855.43698386
0.57675512	13413.31388243
0.57153926	11570.84855795
0.59000669	13642.39563942
0.57578981	13928.53259945
0.60047346	15026.63199514
0.57396388	16592.77637142
0.57734328	16625.85450089
0.58513440	14465.33994813
0.56859058	14299.28263515
0.56187367	16090.35291532
0.59136246	13556.61452654
0.57802657	15692.66332435
0.58748768	16192.05726839
0.57535330	14070.34809076
0.58725178	13965.58378792
0.59580665	15246.49689942
0.58553083	15815.50657868
0.58106299	14907.35093842
0.58536988	15342.99521308
0.59170234	15167.89439990
0.57854053	15127.01249221
0.58819065	15056.56664834
0.58437211	15613.71771987
0.57730984	13561.71644848
0.59487875	13762.29181414
0.56437553	15868.60057471
0.58288494	14190.50472402
0.58613340	16225.67694584
0.57595655	14747.46926059
0.58531801	14333.21686656
0.57006792	15282.41961936
0.58772960	15010.27725695
0.57017592	14394.61501197
0.58769726	15369.56670020
0.57304516	15032.47620935
0.59350070	15810.88228236
0.59129719	15168.85577217
0.58730263	15286.78934702
0.57772016	14918.13535765
0.58099723	14868.39934772
0.57176477	13058.43219940
0.57392137	14346.90572933
0.59633785	11043.50390698
0.59612901	14316.82957057
0.56867994	15411.11866696
0.57635383	14813.09026569
0.57855263	15515.14747269
0.59338547	13198.81630083
0.57615239	14100.82948878
0.58427965	15547.50661319
0.60728030	15195.31399908
0.57659127	13408.76168011
0.57155124	14807.36452906
0.58299486	14300.82736687
0.57987620	15829.36629460
0.57360649	15176.78128628
0.58010397	13866.06131509
0.56703280	13054.70725943
0.57096240	16235.02310555
0.57689980	15021.66928515
0.57445997	13463.53286016
0.59065835	15066.07175149
0.57733962	13719.99377933
0.58224850	14445.61848280
0.59287480	14651.72020663
0.58391105	13733.37090658
0.59492177	15696.31525908
0.58267833	15344.32252327
0.58361758	13048.26501651
0.58320779	13432.54053756
0.56328719	15443.67119375
0.58331327	14068.77602794
0.58024878	14687.31000291
0.57310761	16302.92504132
0.57951093	12930.20835616
0.59297967	13552.45139136
0.57644207	16436.78497545
0.57012681	14482.14695218
0.57151424	16029.11046502
0.57833149	14584.99731416
0.57619688	14150.68053715
0.59008516	13378.29434199
0.57600777	13825.03305662
0.60076715	13593.76711776
0.58727961	15822.55550615
0.57985627	14138.01302864
0.56622539	14279.28567680
0.58211154	14916.94872026
0.59134220	15043.65641812
0.59184492	16357.26115963
0.56957679	16380.61636403
0.56606033	12644.56188691
0.58284150	14253.46447441
0.58661078	15235.97905904
0.59426160	13956.33729594
0.57186288	15346.48937065
0.57835997	18154.21938357
0.57364336	14779.94672652
0.59834461	13872.29907680
0.57434049	14609.51141512
0.55353558	15039.19564711
0.57657959	17267.19694553
0.57173131	14935.50015068
0.56895969	15000.81040787
0.57254938	14855.19321419
0.58264148	14146.10032545
0.57239239	13451.21883833
0.57853779	14305.96519559
0.58429191	14787.30177861
0.57845136	15321.84682344
0.58979590	14949.11867647
0.58355953	13720.02714645
0.57828031	14376.77641531
0.59098531	16812.51257153
0.58750326	15176.21619863
0.60082820	14678.69532417
0.58272008	14789.16941684
0.57631886	14581.48678702
0.58001177	15320.71176733
0.58456155	14109.50858931
0.57699223	15527.92282636
0.59073824	13445.91815393
0.57356828	14067.31101897
0.59012764	15158.88572378
0.59032496	14773.20676684
0.56677128	16414.08567908
0.58662526	13047.40785012
0.59305301	14750.46738514
0.58217706	14286.50534857
0.57663600	15588.32175227
0.57356658	13873.84902277
0.58046147	14276.23962486
0.57613991	13541.69131311
0.58860815	15166.47392535
0.59532743	16355.37740457
0.58453874	13940.63167643
0.58943311	15311.01733308
0.56302129	12528.05475575
0.59198977	15500.57969750
0.58504408	13860.36951924
0.57890559	15323.80946320
0.58452310	15673.95301308
0.57080130	14205.72718607
0.58828524	15002.67097904
0.59514196	14961.55884459
0.58451685	14840.97023809
0.59282676	12970.52993369
0.58652741	14504.85661448
0.56463748	13449.87337678
0.58481239	14857.25035908
0.58721998	15009.09398143
0.58648961	15182.81057340
0.58129406	12150.47992239
0.58672239	15024.23302842
0.58704518	15371.71991273
0.57018055	14393.45238132
0.57862117	14960.73442114
0.57221210	15200.82788868
0.56861401	14446.94363656
0.57401377	14396.97522553
0.57239734	16505.84475418
0.57560818	15170.84020647
0.57448829	13805.57128510
0.58125135	13808.15663630
0.57733450	15043.43835108
0.58132086	15557.36412491
0.57692638	15597.03316341
0.57938366	14539.45554197
0.58622125	15331.17942768
0.56782057	12555.17802076
0.58875823	14251.09174452
0.59553514	13935.14234295
0.59479916	14940.09750465
0.58018936	15996.20531372
0.56977562	14764.30710324
0.57534217	14163.86703995
0.57231013	12471.56342676
0.57486660	13845.44216168
0.57058276	15277.51501383
0.57768495	14064.60765844
0.58132725	15904.83352173
0.57848984	13940.56438587
0.57231697	14558.66536783
0.57864300	15514.55805995
0.57649103	15557.17709802
0.59253075	14777.12540503
0.59099821	15883.62292436
0.59849628	14719.07556823
0.57114391	14254.40338761
0.57264939	16001.92529682
0.57592628	12144.74363868
0.58853485	15071.07568847
0.58473713	14175.04400138
0.57680344	13467.64636618
0.57195972	14137.02427268
0.56695039	14220.36814498
0.57881613	14871.74363348
0.58258517	14028.37713015
0.57374858	14463.16219031
0.58302208	13522.18564025
0.57451448	15705.63663623
0.58903137	13611.92634792
0.60266069	13385.36254408
0.57193618	15248.76657279
0.57655879	15430.87659433
0.56545554	14128.16758671
0.57602970	14413.39422898
0.58862869	14835.66484084
0.56796573	16083.96046386
0.57947814	13975.96946460
0.58441674	14377.55157152
0.58168958	14330.98658813
0.59066636	14060.64227767
0.59732322	14241.56701387
0.58368881	13112.60676768
0.58545059	14721.72662635
0.58626998	14930.01964740
0.57515320	14596.30682379
0.58516956	15471.51343043
0.59128781	13998.99662626
0.56790103	14314.83166809
0.57228084	13248.91771434
0.59195409	12880.24920317
0.59492415	13382.25942736
0.59088399	12700.75999911
0.59608290	13158.69189355
0.57746717	14179.66581072
0.58216885	13945.71983561
0.57683751	15302.29693526
0.58025170	12643.20329970
0.57722829	14540.21836316
0.57130334	14666.78001153
0.55735852	14962.88963786
0.58915184	15226.11642096
0.59440221	13017.25834697
0.57316382	15306.86130100
0.59820715	13655.33759926
0.56654636	13015.34649120
0.58452254	13706.99505871
0.59422762	12472.52047956
0.58270210	15229.99803923
0.58787191	16049.85838329
0.57607770	14992.06754599
0.59802804	15775.77597877
0.57874396	13705.41862379
0.56887916	16543.22697626
0.56211798	13227.11443534
0.58278229	14037.20284992
0.57935460	12865.31163209
0.60119639	15677.13737305
0.58461321	14098.44295375
0.57137958	15497.82001648
0.59259867	13544.20474493
0.57173653	14241.48350024
0.58643876	13996.40612803
0.57090316	14839.92658257
0.57228575	13182.83519923
0.58368996	14581.99899362
0.59103071	14257.74415047
0.57594881	15542.04166446
0.56937676	13891.31857928
0.58544533	15372.89301260
0.58908903	16003.03010090
0.57728097	14820.89451107
0.57237599	15068.99710113
0.57871508	13619.35701187
0.58811118	12988.58365463
0.56924381	15367.73592307
0.57532360	14092.27588471
0.57694818	14616.35470765
0.58000222	16281.80440454
0.59566610	15986.28075039
0.57991325	13855.93960893
0.58024613	16000.32106736
0.57677574	14986.58404382
0.57262906	14130.80681517
0.59075625	12193.76839834
0.57515147	15191.06956460
0.57464626	14339.01401943
0.58108317	14483.15786038
0.57673037	13563.12175713
0.57644414	15052.78955217
0.57469207	15285.28582196
0.58963265	13825.92053377
0.59027772	12038.16870545
0.58856709	14938.87681827
0.58882883	16002.23766467
0.59471189	13453.36578546
0.57648224	15866.51715057
0.60459124	15091.95886914
0.57990109	13679.84987003
0.57882992	12146.72803595
0.58126221	13687.37218187
0.58190698	15966.71192923
0.57213123	14700.51714792
0.58379705	15512.29167258
0.56911148	14903.81748350
0.56996726	15947.35663033
0.57718340	14007.41620858
0.59493028	14819.00383024
0.57639852	14043.11945368
0.58574738	13094.10382640
0.57724362	14413.40116674
0.58263490	14320.22968513
0.57645337	14913.19545665
0.57768844	16587.63776928
0.58135034	14815.18511902
0.58624550	14552.49051085
0.58768677	15989.74362978
0.59258101	13367.82047288
0.57973397	13658.33091146
0.58116208	15024.75184039
0.57944948	14635.10843595
0.59081965	14647.32491946
0.57080816	16445.83961590
0.57117216	16065.96548390
0.58894748	15008.39873229
0.58183046	14003.70023163
0.59849623	15433.93726691
0.57364369	13517.46393089
0.58460419	15758.97367092
0.57484147	13865.42005072
0.57569759	13705.87624220
0.58257450	13190.09846701
0.58054162	14895.55039342
0.60306394	17638.09690896
0.58745763	13890.31236806
0.59717673	13902.22914279
0.59006727	15083.03858082
0.59107644	14182.76603395
0.58170884	13526.98297271
0.57428886	13679.32068598
0.59004219	14166.95992595
